Data,Ano,Mes,Produto,Valor_Venda
2020-11-01,2020,11,ETANOL,2.968986431478959
2020-11-01,2020,11,GASOLINA,4.209579092159542
2020-11-01,2020,11,GASOLINA ADITIVADA,4.429938622754485
2020-11-01,2020,11,GNV,2.6469655172413797
2020-12-01,2020,12,DIESEL,3.522233333333334
2020-12-01,2020,12,DIESEL S10,3.6600359281436976
2020-12-01,2020,12,ETANOL,3.0312608695652
2020-12-01,2020,12,GASOLINA,4.2387854588796
2020-12-01,2020,12,GASOLINA ADITIVADA,4.460113281249992
2020-12-01,2020,12,GNV,2.820904109589042
2021-01-01,2021,1,DIESEL,3.6156213592233013
2021-01-01,2021,1,DIESEL S10,3.7660087412587337
2021-01-01,2021,1,ETANOL,3.0713071528751645
2021-01-01,2021,1,GASOLINA,4.359806543385486
2021-01-01,2021,1,GASOLINA ADITIVADA,4.587454833597443
2021-01-01,2021,1,GNV,2.8652878787878793
2021-02-01,2021,2,DIESEL,3.869020833333336
2021-02-01,2021,2,DIESEL S10,3.985879790940756
2021-02-01,2021,2,ETANOL,3.269726638772656
2021-02-01,2021,2,GASOLINA,4.657466760961789
2021-02-01,2021,2,GASOLINA ADITIVADA,4.904395199999984
2021-02-01,2021,2,GNV,2.879920634920635
2021-03-01,2021,3,DIESEL,4.188421052631579
2021-03-01,2021,3,DIESEL S10,4.330915134370568
2021-03-01,2021,3,ETANOL,3.8530604026845494
2021-03-01,2021,3,GASOLINA,5.256316326530586
2021-03-01,2021,3,GASOLINA ADITIVADA,5.494806615776059
2021-03-01,2021,3,GNV,2.992661764705883
2021-04-01,2021,4,DIESEL,4.123200000000003
2021-04-01,2021,4,DIESEL S10,4.286665420560739
2021-04-01,2021,4,ETANOL,3.6117093373493883
2021-04-01,2021,4,GASOLINA,5.248969465648835
2021-04-01,2021,4,GASOLINA ADITIVADA,5.502573630136975
2021-04-01,2021,4,GNV,3.0124137931034496
2021-05-01,2021,5,DIESEL,4.424684210526316
2021-05-01,2021,5,DIESEL S10,4.541680327868847
2021-05-01,2021,5,ETANOL,4.062672158154851
2021-05-01,2021,5,GASOLINA,5.378859271523168
2021-05-01,2021,5,GASOLINA ADITIVADA,5.650322641509412
2021-05-01,2021,5,GNV,3.0414576271186453
2021-06-01,2021,6,DIESEL,4.40823275862069
2021-06-01,2021,6,DIESEL S10,4.547218849840244
2021-06-01,2021,6,ETANOL,4.162093469910346
2021-06-01,2021,6,GASOLINA,5.390406209573082
2021-06-01,2021,6,GASOLINA ADITIVADA,5.632703649635013
2021-06-01,2021,6,GNV,3.1788769230769223
2021-07-01,2021,7,DIESEL,4.463589743589744
2021-07-01,2021,7,DIESEL S10,4.619967602591779
2021-07-01,2021,7,ETANOL,4.105125435540058
2021-07-01,2021,7,GASOLINA,5.4683397548161015
2021-07-01,2021,7,GASOLINA ADITIVADA,5.72009072978302
2021-07-01,2021,7,GNV,3.1893518518518515
2021-08-01,2021,8,DIESEL,4.495194805194805
2021-08-01,2021,8,DIESEL S10,4.6360091407678174
2021-08-01,2021,8,ETANOL,4.247119940029977
2021-08-01,2021,8,GASOLINA,5.580113293051352
2021-08-01,2021,8,GASOLINA ADITIVADA,5.830374787052792
2021-08-01,2021,8,GNV,3.20917857142857
2021-09-01,2021,9,DIESEL,4.599753246753247
2021-09-01,2021,9,DIESEL S10,4.745790650406492
2021-09-01,2021,9,ETANOL,4.483151565074123
2021-09-01,2021,9,GASOLINA,5.745652317880786
2021-09-01,2021,9,GASOLINA ADITIVADA,5.997730483271367
2021-09-01,2021,9,GNV,3.633428571428571
2021-10-01,2021,10,DIESEL,4.93149295774648
2021-10-01,2021,10,DIESEL S10,5.069321348314596
2021-10-01,2021,10,ETANOL,4.703965517241367
2021-10-01,2021,10,GASOLINA,6.0284426229507995
2021-10-01,2021,10,GASOLINA ADITIVADA,6.2951467505240934
2021-10-01,2021,10,GNV,3.6670175438596484
2021-11-01,2021,11,DIESEL,5.237842696629213
2021-11-01,2021,11,DIESEL S10,5.4081471135940316
2021-11-01,2021,11,ETANOL,5.2251061285500615
2021-11-01,2021,11,GASOLINA,6.420731927710836
2021-11-01,2021,11,GASOLINA ADITIVADA,6.696748700173287
2021-11-01,2021,11,GNV,3.7069253731343266
2021-12-01,2021,12,DIESEL,5.232189473684211
2021-12-01,2021,12,DIESEL S10,5.378764814814801
2021-12-01,2021,12,ETANOL,4.9998020989505
2021-12-01,2021,12,GASOLINA,6.392753012048184
2021-12-01,2021,12,GASOLINA ADITIVADA,6.651852233676959
2021-12-01,2021,12,GNV,4.0724927536231865
